county_name,state_name,size
Allen,Kentucky,2.67
Anderson,Kentucky,2.57
Ballard,Kentucky,2.55
Barren,Kentucky,2.49
Bath,Kentucky,2.53
Bell,Kentucky,2.43
Boone,Kentucky,2.77
Bourbon,Kentucky,2.47
Boyd,Kentucky,2.5
Boyle,Kentucky,2.44
Bracken,Kentucky,2.59
Breathitt,Kentucky,2.36
Breckinridge,Kentucky,2.58
Bullitt,Kentucky,2.69
Butler,Kentucky,2.6
Caldwell,Kentucky,2.4
Calloway,Kentucky,2.28
Campbell,Kentucky,2.42
Carlisle,Kentucky,2.43
Carroll,Kentucky,2.49
Carter,Kentucky,2.73
Casey,Kentucky,2.56
Christian,Kentucky,2.48
Clark,Kentucky,2.45
Clay,Kentucky,2.52
Clinton,Kentucky,2.49
Crittenden,Kentucky,2.43
Cumberland,Kentucky,2.49
Daviess,Kentucky,2.43
Edmonson,Kentucky,2.36
Elliott,Kentucky,2.47
Estill,Kentucky,2.49
Fayette,Kentucky,2.36
Fleming,Kentucky,2.46
Floyd,Kentucky,2.38
Franklin,Kentucky,2.29
Fulton,Kentucky,2.21
Gallatin,Kentucky,2.79
Garrard,Kentucky,2.57
Grant,Kentucky,2.69
Graves,Kentucky,2.53
Grayson,Kentucky,2.67
Green,Kentucky,2.45
Greenup,Kentucky,2.44
Hancock,Kentucky,2.57
Hardin,Kentucky,2.54
Harlan,Kentucky,2.38
Harrison,Kentucky,2.46
Hart,Kentucky,2.56
Henderson,Kentucky,2.35
Henry,Kentucky,2.59
Hickman,Kentucky,2.51
Hopkins,Kentucky,2.37
Jackson,Kentucky,2.45
Jefferson,Kentucky,2.38
Jessamine,Kentucky,2.74
Johnson,Kentucky,2.55
Kenton,Kentucky,2.54
Knott,Kentucky,2.27
Knox,Kentucky,2.53
Larue,Kentucky,2.42
Laurel,Kentucky,2.63
Lawrence,Kentucky,2.78
Lee,Kentucky,2.3
Leslie,Kentucky,2.35
Letcher,Kentucky,2.26
Lewis,Kentucky,2.53
Lincoln,Kentucky,2.5
Livingston,Kentucky,2.4
Logan,Kentucky,2.55
Lyon,Kentucky,2.13
McCracken,Kentucky,2.31
McCreary,Kentucky,2.51
McLean,Kentucky,2.43
Madison,Kentucky,2.53
Magoffin,Kentucky,2.45
Marion,Kentucky,2.45
Marshall,Kentucky,2.33
Martin,Kentucky,2.52
Mason,Kentucky,2.58
Meade,Kentucky,2.63
Menifee,Kentucky,2.58
Mercer,Kentucky,2.47
Metcalfe,Kentucky,2.37
Monroe,Kentucky,2.31
Montgomery,Kentucky,2.6
Morgan,Kentucky,2.43
Muhlenberg,Kentucky,2.6
Nelson,Kentucky,2.52
Nicholas,Kentucky,2.61
Ohio,Kentucky,2.58
Oldham,Kentucky,2.96
Owen,Kentucky,2.53
Owsley,Kentucky,2.62
Pendleton,Kentucky,2.72
Perry,Kentucky,2.26
Pike,Kentucky,2.25
Powell,Kentucky,2.56
Pulaski,Kentucky,2.5
Robertson,Kentucky,2.42
Rockcastle,Kentucky,2.49
Rowan,Kentucky,2.48
Russell,Kentucky,2.47
Scott,Kentucky,2.58
Shelby,Kentucky,2.77
Simpson,Kentucky,2.5
Spencer,Kentucky,2.73
Taylor,Kentucky,2.52
Todd,Kentucky,2.61
Trigg,Kentucky,2.45
Trimble,Kentucky,2.49
Union,Kentucky,2.52
Warren,Kentucky,2.48
Washington,Kentucky,2.46
Wayne,Kentucky,2.43
Webster,Kentucky,2.52
Whitley,Kentucky,2.71
Wolfe,Kentucky,2.35
Woodford,Kentucky,2.51
Acadia Parish,Louisiana,2.71
Allen Parish,Louisiana,2.62
Ascension Parish,Louisiana,2.82
Assumption Parish,Louisiana,2.46
Avoyelles Parish,Louisiana,2.41
Beauregard Parish,Louisiana,2.68
Bienville Parish,Louisiana,2.23
Bossier Parish,Louisiana,2.5
Caddo Parish,Louisiana,2.48
Calcasieu Parish,Louisiana,2.54
Caldwell Parish,Louisiana,2.47
Cameron Parish,Louisiana,2.39
Catahoula Parish,Louisiana,2.45
Claiborne Parish,Louisiana,2.35
Concordia Parish,Louisiana,2.65
De Soto Parish,Louisiana,2.48
East Baton Rouge Parish,Louisiana,2.63
East Carroll Parish,Louisiana,2.51
East Feliciana Parish,Louisiana,2.21
Evangeline Parish,Louisiana,2.58
Franklin Parish,Louisiana,2.5
Grant Parish,Louisiana,2.72
Iberia Parish,Louisiana,2.61
Iberville Parish,Louisiana,2.64
Jackson Parish,Louisiana,2.49
Jefferson Parish,Louisiana,2.53
Jefferson Davis Parish,Louisiana,2.67
Lafayette Parish,Louisiana,2.58
Lafourche Parish,Louisiana,2.62
LaSalle Parish,Louisiana,2.79
Lincoln Parish,Louisiana,2.46
Livingston Parish,Louisiana,2.86
Madison Parish,Louisiana,2.44
Morehouse Parish,Louisiana,2.5
Natchitoches Parish,Louisiana,2.62
Orleans Parish,Louisiana,2.43
Ouachita Parish,Louisiana,2.6
Plaquemines Parish,Louisiana,2.66
Pointe Coupee Parish,Louisiana,2.4
Rapides Parish,Louisiana,2.57
Red River Parish,Louisiana,2.52
Richland Parish,Louisiana,2.54
Sabine Parish,Louisiana,2.51
St. Bernard Parish,Louisiana,3.06
St. Charles Parish,Louisiana,2.71
St. Helena Parish,Louisiana,2.59
St. James Parish,Louisiana,2.65
St. John the Baptist Parish,Louisiana,2.78
St. Landry Parish,Louisiana,2.68
St. Martin Parish,Louisiana,2.72
St. Mary Parish,Louisiana,2.51
St. Tammany Parish,Louisiana,2.69
Tangipahoa Parish,Louisiana,2.68
Tensas Parish,Louisiana,2.43
Terrebonne Parish,Louisiana,2.72
Union Parish,Louisiana,2.58
Vermilion Parish,Louisiana,2.67
Vernon Parish,Louisiana,2.68
Washington Parish,Louisiana,2.5
Webster Parish,Louisiana,2.31
West Baton Rouge Parish,Louisiana,2.65
West Carroll Parish,Louisiana,2.56
West Feliciana Parish,Louisiana,2.8
Winn Parish,Louisiana,2.29
Androscoggin,Maine,2.28
Aroostook,Maine,2.2
Cumberland,Maine,2.32
Franklin,Maine,2.32
Hancock,Maine,2.21
Kennebec,Maine,2.25
Knox,Maine,2.18
Lincoln,Maine,2.16
Oxford,Maine,2.55
Penobscot,Maine,2.3
Piscataquis,Maine,2.3
Sagadahoc,Maine,2.22
Somerset,Maine,2.3
Waldo,Maine,2.24
Washington,Maine,2.2
York,Maine,2.33
Allegany,Maryland,2.28
Anne Arundel,Maryland,2.62
Baltimore,Maryland,2.56
Calvert,Maryland,2.81
Caroline,Maryland,2.69
Carroll,Maryland,2.69
Cecil,Maryland,2.72
Charles,Maryland,2.78
Dorchester,Maryland,2.34
Frederick,Maryland,2.66
Garrett,Maryland,2.23
Harford,Maryland,2.65
Howard,Maryland,2.75
Kent,Maryland,2.15
Montgomery,Maryland,2.79
Prince George's,Maryland,2.83
Queen Anne's,Maryland,2.61
St. Mary's,Maryland,2.67
Somerset,Maryland,2.31
Talbot,Maryland,2.18
Washington,Maryland,2.51
Wicomico,Maryland,2.6
Worcester,Maryland,2.26
Baltimore city,Maryland,2.39
Barnstable,Massachusetts,2.2
Berkshire,Massachusetts,2.17
Bristol,Massachusetts,2.49
Dukes,Massachusetts,2.49
Essex,Massachusetts,2.59
Franklin,Massachusetts,2.24
Hampden,Massachusetts,2.5
Hampshire,Massachusetts,2.31
Middlesex,Massachusetts,2.53
Nantucket,Massachusetts,2.95
Norfolk,Massachusetts,2.56
Plymouth,Massachusetts,2.66
Suffolk,Massachusetts,2.41
Worcester,Massachusetts,2.54
Alcona,Michigan,2.01
Alger,Michigan,2.49
Allegan,Michigan,2.64
Alpena,Michigan,2.18
Antrim,Michigan,2.27
Arenac,Michigan,2.25
Baraga,Michigan,2.25
Barry,Michigan,2.48
Bay,Michigan,2.29
Benzie,Michigan,2.5
Berrien,Michigan,2.38
Branch,Michigan,2.46
Calhoun,Michigan,2.4
Cass,Michigan,2.41
Charlevoix,Michigan,2.21
Cheboygan,Michigan,2.24
Chippewa,Michigan,2.37
Clare,Michigan,2.47
Clinton,Michigan,2.59
Crawford,Michigan,2.23
Delta,Michigan,2.18
Dickinson,Michigan,2.17
Eaton,Michigan,2.4
Emmet,Michigan,2.3
Genesee,Michigan,2.35
Gladwin,Michigan,2.24
Gogebic,Michigan,1.99
Grand Traverse,Michigan,2.39
Gratiot,Michigan,2.31
Hillsdale,Michigan,2.42
Houghton,Michigan,2.39
Huron,Michigan,2.2
Ingham,Michigan,2.4
Ionia,Michigan,2.64
Iosco,Michigan,2.11
Iron,Michigan,2.09
Isabella,Michigan,2.56
Jackson,Michigan,2.39
Kalamazoo,Michigan,2.45
Kalkaska,Michigan,2.45
Kent,Michigan,2.62
Keweenaw,Michigan,1.94
Lake,Michigan,2.3
Lapeer,Michigan,2.53
Leelanau,Michigan,2.31
Lenawee,Michigan,2.41
Livingston,Michigan,2.6
Luce,Michigan,2.31
Mackinac,Michigan,1.99
Macomb,Michigan,2.47
Manistee,Michigan,2.38
Marquette,Michigan,2.31
Mason,Michigan,2.33
Mecosta,Michigan,2.49
Menominee,Michigan,2.16
Midland,Michigan,2.4
Missaukee,Michigan,2.41
Monroe,Michigan,2.44
Montcalm,Michigan,2.52
Montmorency,Michigan,2.03
Muskegon,Michigan,2.53
Newaygo,Michigan,2.47
Oakland,Michigan,2.44
Oceana,Michigan,2.53
Ogemaw,Michigan,2.21
Ontonagon,Michigan,2.03
Osceola,Michigan,2.44
Oscoda,Michigan,2.2
Otsego,Michigan,2.42
Ottawa,Michigan,2.67
Presque Isle,Michigan,2.11
Roscommon,Michigan,2.07
Saginaw,Michigan,2.34
St. Clair,Michigan,2.4
St. Joseph,Michigan,2.47
Sanilac,Michigan,2.26
Schoolcraft,Michigan,2.15
Shiawassee,Michigan,2.43
Tuscola,Michigan,2.37
Van Buren,Michigan,2.47
Washtenaw,Michigan,2.43
Wayne,Michigan,2.49
Wexford,Michigan,2.51
Aitkin,Minnesota,2.05
Anoka,Minnesota,2.71
Becker,Minnesota,2.42
Beltrami,Minnesota,2.5
Benton,Minnesota,2.4
Big Stone,Minnesota,2.1
Blue Earth,Minnesota,2.41
Brown,Minnesota,2.25
Carlton,Minnesota,2.39
Carver,Minnesota,2.75
Cass,Minnesota,2.19
Chippewa,Minnesota,2.26
Chisago,Minnesota,2.65
Clay,Minnesota,2.45
Clearwater,Minnesota,2.53
Cook,Minnesota,2.04
Cottonwood,Minnesota,2.23
Crow Wing,Minnesota,2.31
Dakota,Minnesota,2.58
Dodge,Minnesota,2.66
Douglas,Minnesota,2.21
Faribault,Minnesota,2.21
Fillmore,Minnesota,2.38
Freeborn,Minnesota,2.3
Goodhue,Minnesota,2.31
Grant,Minnesota,2.28
Hennepin,Minnesota,2.4
Houston,Minnesota,2.22
Hubbard,Minnesota,2.39
Isanti,Minnesota,2.61
Itasca,Minnesota,2.25
Jackson,Minnesota,2.18
Kanabec,Minnesota,2.41
Kandiyohi,Minnesota,2.48
Kittson,Minnesota,2.16
Koochiching,Minnesota,2.07
Lac qui Parle,Minnesota,2.13
Lake,Minnesota,1.99
Lake of the Woods,Minnesota,2.43
Le Sueur,Minnesota,2.51
Lincoln,Minnesota,2.22
Lyon,Minnesota,2.43
McLeod,Minnesota,2.4
Mahnomen,Minnesota,2.79
Marshall,Minnesota,2.34
Martin,Minnesota,2.2
Meeker,Minnesota,2.47
Mille Lacs,Minnesota,2.42
Morrison,Minnesota,2.41
Mower,Minnesota,2.48
Murray,Minnesota,2.22
Nicollet,Minnesota,2.44
Nobles,Minnesota,2.69
Norman,Minnesota,2.28
Olmsted,Minnesota,2.42
Otter Tail,Minnesota,2.32
Pennington,Minnesota,2.32
Pine,Minnesota,2.48
Pipestone,Minnesota,2.25
Polk,Minnesota,2.38
Pope,Minnesota,2.18
Ramsey,Minnesota,2.53
Red Lake,Minnesota,2.32
Redwood,Minnesota,2.37
Renville,Minnesota,2.36
Rice,Minnesota,2.51
Rock,Minnesota,2.29
Roseau,Minnesota,2.54
St. Louis,Minnesota,2.21
Scott,Minnesota,2.88
Sherburne,Minnesota,2.86
Sibley,Minnesota,2.44
Stearns,Minnesota,2.56
Steele,Minnesota,2.44
Stevens,Minnesota,2.55
Swift,Minnesota,2.16
Todd,Minnesota,2.45
Traverse,Minnesota,2.01
Wabasha,Minnesota,2.35
Wadena,Minnesota,2.31
Waseca,Minnesota,2.34
Washington,Minnesota,2.67
Watonwan,Minnesota,2.46
Wilkin,Minnesota,2.19
Winona,Minnesota,2.41
Wright,Minnesota,2.75
Yellow Medicine,Minnesota,2.33
Adams,Mississippi,2.57
Alcorn,Mississippi,2.49
Amite,Mississippi,2.26
Attala,Mississippi,2.61
Benton,Mississippi,2.58
Bolivar,Mississippi,2.47
Calhoun,Mississippi,2.46
Carroll,Mississippi,2.41
Chickasaw,Mississippi,2.53
Choctaw,Mississippi,2.4
Claiborne,Mississippi,2.84
Clarke,Mississippi,2.49
Clay,Mississippi,2.49
Coahoma,Mississippi,2.55
Copiah,Mississippi,2.87
Covington,Mississippi,2.64
DeSoto,Mississippi,2.82
Forrest,Mississippi,2.55
Franklin,Mississippi,2.52
George,Mississippi,2.9
Greene,Mississippi,2.5
Grenada,Mississippi,2.43
Hancock,Mississippi,2.19
Harrison,Mississippi,2.51
Hinds,Mississippi,2.55
Holmes,Mississippi,2.63
Humphreys,Mississippi,2.54
Issaquena,Mississippi,1.96
Itawamba,Mississippi,2.62
Jackson,Mississippi,2.63
Jasper,Mississippi,2.48
Jefferson,Mississippi,2.59
Jefferson Davis,Mississippi,2.39
Jones,Mississippi,2.68
Kemper,Mississippi,2.36
Lafayette,Mississippi,2.67
Lamar,Mississippi,2.77
Lauderdale,Mississippi,2.43
Lawrence,Mississippi,2.51
Leake,Mississippi,2.74
Lee,Mississippi,2.65
Leflore,Mississippi,2.78
Lincoln,Mississippi,2.55
Lowndes,Mississippi,2.54
Madison,Mississippi,2.57
Marion,Mississippi,2.46
Marshall,Mississippi,2.51
Monroe,Mississippi,2.6
Montgomery,Mississippi,2.25
Neshoba,Mississippi,2.75
Newton,Mississippi,2.59
Noxubee,Mississippi,2.58
Oktibbeha,Mississippi,2.39
Panola,Mississippi,2.74
Pearl River,Mississippi,2.54
Perry,Mississippi,2.58
Pike,Mississippi,2.63
Pontotoc,Mississippi,2.93
Prentiss,Mississippi,2.61
Quitman,Mississippi,2.27
Rankin,Mississippi,2.62
Scott,Mississippi,2.74
Sharkey,Mississippi,2.44
Simpson,Mississippi,2.71
Smith,Mississippi,2.68
Stone,Mississippi,2.77
Sunflower,Mississippi,2.57
Tallahatchie,Mississippi,2.95
Tate,Mississippi,2.52
Tippah,Mississippi,2.76
Tishomingo,Mississippi,2.41
Tunica,Mississippi,2.45
Union,Mississippi,2.87
Walthall,Mississippi,2.5
Warren,Mississippi,2.51
Washington,Mississippi,2.49
Wayne,Mississippi,2.53
Webster,Mississippi,2.61
Wilkinson,Mississippi,2.25
Winston,Mississippi,2.48
Yalobusha,Mississippi,2.36
Yazoo,Mississippi,2.69
Adair,Missouri,2.5
Andrew,Missouri,2.56
Atchison,Missouri,1.99
Audrain,Missouri,2.52
Barry,Missouri,2.55
Barton,Missouri,2.39
Bates,Missouri,2.43
Benton,Missouri,2.36
Bollinger,Missouri,2.7
Boone,Missouri,2.37
Buchanan,Missouri,2.49
Butler,Missouri,2.54
Caldwell,Missouri,2.4
Callaway,Missouri,2.53
Camden,Missouri,2.61
Cape Girardeau,Missouri,2.49
Carroll,Missouri,2.45
Carter,Missouri,2.59
Cass,Missouri,2.57
Cedar,Missouri,2.5
Chariton,Missouri,2.65
Christian,Missouri,2.67
Clark,Missouri,2.55
Clay,Missouri,2.64
Clinton,Missouri,2.47
Cole,Missouri,2.37
Cooper,Missouri,2.52
Crawford,Missouri,2.39
Dade,Missouri,2.44
Dallas,Missouri,2.59
Daviess,Missouri,2.7
DeKalb,Missouri,2.31
Dent,Missouri,2.41
Douglas,Missouri,2.48
Dunklin,Missouri,2.39
Franklin,Missouri,2.5
Gasconade,Missouri,2.34
Gentry,Missouri,2.55
Greene,Missouri,2.2
Grundy,Missouri,2.45
Harrison,Missouri,2.44
Henry,Missouri,2.32
Hickory,Missouri,2.33
Holt,Missouri,2.12
Howard,Missouri,2.68
Howell,Missouri,2.54
Iron,Missouri,2.38
Jackson,Missouri,2.36
Jasper,Missouri,2.54
Jefferson,Missouri,2.62
Johnson,Missouri,2.48
Knox,Missouri,2.75
Laclede,Missouri,2.45
Lafayette,Missouri,2.52
Lawrence,Missouri,2.54
Lewis,Missouri,2.51
Lincoln,Missouri,2.87
Linn,Missouri,2.37
Livingston,Missouri,2.3
McDonald,Missouri,2.7
Macon,Missouri,2.52
Madison,Missouri,2.47
Maries,Missouri,2.28
Marion,Missouri,2.34
Mercer,Missouri,2.66
Miller,Missouri,2.39
Mississippi,Missouri,2.33
Moniteau,Missouri,2.66
Monroe,Missouri,2.27
Montgomery,Missouri,2.22
Morgan,Missouri,2.62
New Madrid,Missouri,2.33
Newton,Missouri,2.59
Nodaway,Missouri,2.23
Oregon,Missouri,2.43
Osage,Missouri,2.54
Ozark,Missouri,2.22
Pemiscot,Missouri,2.43
Perry,Missouri,2.49
Pettis,Missouri,2.56
Phelps,Missouri,2.27
Pike,Missouri,2.41
Platte,Missouri,2.56
Polk,Missouri,2.57
Pulaski,Missouri,2.86
Putnam,Missouri,2.73
Ralls,Missouri,2.46
Randolph,Missouri,2.55
Ray,Missouri,2.58
Reynolds,Missouri,2.35
Ripley,Missouri,2.7
St. Charles,Missouri,2.62
St. Clair,Missouri,2.22
Ste. Genevieve,Missouri,2.42
St. Francois,Missouri,2.44
St. Louis,Missouri,2.39
Saline,Missouri,2.62
Schuyler,Missouri,3.12
Scotland,Missouri,2.87
Scott,Missouri,2.47
Shannon,Missouri,2.64
Shelby,Missouri,2.3
Stoddard,Missouri,2.5
Stone,Missouri,2.48
Sullivan,Missouri,2.67
Taney,Missouri,2.4
Texas,Missouri,2.45
Vernon,Missouri,2.4
Warren,Missouri,2.65
Washington,Missouri,2.56
Wayne,Missouri,2.37
Webster,Missouri,2.79
Worth,Missouri,2.43
Wright,Missouri,2.59
St. Louis city,Missouri,2.05
Beaverhead,Montana,2.12
Big Horn,Montana,3.63
Blaine,Montana,2.75
Broadwater,Montana,2.48
Carbon,Montana,2.34
Carter,Montana,1.96
Cascade,Montana,2.3
Chouteau,Montana,2.46
Custer,Montana,2.3
Daniels,Montana,1.96
Dawson,Montana,2.15
Deer Lodge,Montana,2
Fallon,Montana,2.26
Fergus,Montana,2.13
Flathead,Montana,2.52
Gallatin,Montana,2.36
Garfield,Montana,2.41
Glacier,Montana,3.11
Golden Valley,Montana,2.25
Granite,Montana,2.4
Hill,Montana,2.47
Jefferson,Montana,2.65
Judith Basin,Montana,2.15
Lake,Montana,2.51
Lewis and Clark,Montana,2.35
Liberty,Montana,2.63
Lincoln,Montana,2.28
McCone,Montana,2.21
Madison,Montana,2.21
Meagher,Montana,2.34
Mineral,Montana,2.21
Missoula,Montana,2.33
Musselshell,Montana,2.1
Park,Montana,2.04
Petroleum,Montana,2.19
Phillips,Montana,2.26
Pondera,Montana,2.75
Powder River,Montana,2.13
Powell,Montana,2.05
Prairie,Montana,2.26
Ravalli,Montana,2.42
Richland,Montana,2.51
Roosevelt,Montana,3.33
Rosebud,Montana,2.77
Sanders,Montana,2.19
Sheridan,Montana,2.14
Silver Bow,Montana,2.23
Stillwater,Montana,2.46
Sweet Grass,Montana,2.41
Teton,Montana,2.37
Toole,Montana,2.3
Treasure,Montana,1.84
Valley,Montana,2.19
Wheatland,Montana,2.35
Wibaux,Montana,2.14
Yellowstone,Montana,2.31
Adams,Nebraska,2.34
Antelope,Nebraska,2.3
Arthur,Nebraska,2.29
Banner,Nebraska,2.76
Blaine,Nebraska,1.97
Boone,Nebraska,2.27
Box Butte,Nebraska,2.31
Boyd,Nebraska,2.12
Brown,Nebraska,2.14
Buffalo,Nebraska,2.49
Burt,Nebraska,2.22
Butler,Nebraska,2.31
Cass,Nebraska,2.56
Cedar,Nebraska,2.4
Chase,Nebraska,2.29
Cherry,Nebraska,2.32
Cheyenne,Nebraska,2.12
Clay,Nebraska,2.37
Colfax,Nebraska,2.83
Cuming,Nebraska,2.27
Custer,Nebraska,2.21
Dakota,Nebraska,2.71
Dawes,Nebraska,2.16
Dawson,Nebraska,2.59
Deuel,Nebraska,2.14
Dixon,Nebraska,2.36
Dodge,Nebraska,2.32
Douglas,Nebraska,2.5
Dundy,Nebraska,2.23
Fillmore,Nebraska,2.14
Franklin,Nebraska,2.18
Frontier,Nebraska,2.22
Furnas,Nebraska,2.23
Gage,Nebraska,2.32
Garden,Nebraska,2.02
Garfield,Nebraska,2.24
Gosper,Nebraska,2.09
Grant,Nebraska,2.19
Greeley,Nebraska,2.24
Hall,Nebraska,2.57
Hamilton,Nebraska,2.51
Harlan,Nebraska,2.2
Hayes,Nebraska,2.29
Hitchcock,Nebraska,2.24
Holt,Nebraska,2.26
Hooker,Nebraska,2.15
Howard,Nebraska,2.35
Jefferson,Nebraska,2.15
Johnson,Nebraska,2.21
Kearney,Nebraska,2.43
Keith,Nebraska,2.06
Keya Paha,Nebraska,2.51
Kimball,Nebraska,2.19
Knox,Nebraska,2.28
Lancaster,Nebraska,2.39
Lincoln,Nebraska,2.32
Logan,Nebraska,2.81
Loup,Nebraska,2.18
McPherson,Nebraska,2.11
Madison,Nebraska,2.4
Merrick,Nebraska,2.3
Morrill,Nebraska,2.31
Nance,Nebraska,2.22
Nemaha,Nebraska,2.21
Nuckolls,Nebraska,2.23
Otoe,Nebraska,2.42
Pawnee,Nebraska,2.13
Perkins,Nebraska,2.38
Phelps,Nebraska,2.25
Pierce,Nebraska,2.35
Platte,Nebraska,2.49
Polk,Nebraska,2.5
Red Willow,Nebraska,2.29
Richardson,Nebraska,2.1
Rock,Nebraska,2.23
Saline,Nebraska,2.52
Sarpy,Nebraska,2.72
Saunders,Nebraska,2.47
Scotts Bluff,Nebraska,2.39
Seward,Nebraska,2.33
Sheridan,Nebraska,2.19
Sherman,Nebraska,2.09
Sioux,Nebraska,2.45
Stanton,Nebraska,2.42
Thayer,Nebraska,2.16
Thomas,Nebraska,2.12
Thurston,Nebraska,3.31
Valley,Nebraska,2.18
Washington,Nebraska,2.44
Wayne,Nebraska,2.13
Webster,Nebraska,2.25
Wheeler,Nebraska,1.95
York,Nebraska,2.23
Churchill,Nevada,2.41
Clark,Nevada,2.73
Douglas,Nevada,2.29
Elko,Nevada,2.79
Esmeralda,Nevada,1.99
Eureka,Nevada,2.77
Humboldt,Nevada,2.53
Lander,Nevada,2.38
Lincoln,Nevada,2.26
Lyon,Nevada,2.55
Mineral,Nevada,2.28
Nye,Nevada,2.34
Pershing,Nevada,2.33
Storey,Nevada,2.38
Washoe,Nevada,2.46
White Pine,Nevada,2.14
Carson City,Nevada,2.32
Belknap,New Hampshire,2.36
Carroll,New Hampshire,2.16
Cheshire,New Hampshire,2.35
Coos,New Hampshire,2.11
Grafton,New Hampshire,2.38
Hillsborough,New Hampshire,2.5
Merrimack,New Hampshire,2.43
Rockingham,New Hampshire,2.5
Strafford,New Hampshire,2.43
Sullivan,New Hampshire,2.46
Atlantic,New Jersey,2.56
Bergen,New Jersey,2.69
Burlington,New Jersey,2.58
Camden,New Jersey,2.62
Cape May,New Jersey,2.22
Cumberland,New Jersey,2.69
Essex,New Jersey,2.67
Gloucester,New Jersey,2.7
Hudson,New Jersey,2.54
Hunterdon,New Jersey,2.54
Mercer,New Jersey,2.67
Middlesex,New Jersey,2.77
Monmouth,New Jersey,2.58
Morris,New Jersey,2.63
Ocean,New Jersey,2.59
Passaic,New Jersey,2.93
Salem,New Jersey,2.5
Somerset,New Jersey,2.72
Sussex,New Jersey,2.57
Union,New Jersey,2.86
Warren,New Jersey,2.45
Bernalillo,New Mexico,2.46
Catron,New Mexico,2.22
Chaves,New Mexico,2.65
Cibola,New Mexico,3.01
Colfax,New Mexico,1.94
Curry,New Mexico,2.6
De Baca,New Mexico,3.56
Doña Ana,New Mexico,2.67
Eddy,New Mexico,2.66
Grant,New Mexico,2.31
Guadalupe,New Mexico,2.63
Harding,New Mexico,2.45
Hidalgo,New Mexico,2.37
Lea,New Mexico,2.96
Lincoln,New Mexico,2.29
Los Alamos,New Mexico,2.39
Luna,New Mexico,2.65
McKinley,New Mexico,3.35
Mora,New Mexico,1.97
Otero,New Mexico,2.73
Quay,New Mexico,2.57
Rio Arriba,New Mexico,2.94
Roosevelt,New Mexico,2.6
Sandoval,New Mexico,2.74
San Juan,New Mexico,2.84
San Miguel,New Mexico,2.17
Santa Fe,New Mexico,2.33
Sierra,New Mexico,1.98
Socorro,New Mexico,3.23
Taos,New Mexico,2.56
Torrance,New Mexico,2.56
Union,New Mexico,2.48
Valencia,New Mexico,2.83
Albany,New York,2.25
Allegany,New York,2.3
Bronx,New York,2.71
Broome,New York,2.29
Cattaraugus,New York,2.32
Cayuga,New York,2.35
Chautauqua,New York,2.28
Chemung,New York,2.32
Chenango,New York,2.25
Clinton,New York,2.3
Columbia,New York,2.27
Cortland,New York,2.46
Delaware,New York,2.24
Dutchess,New York,2.5
Erie,New York,2.27
Essex,New York,2.14
Franklin,New York,2.37
Fulton,New York,2.33
Genesee,New York,2.35
Greene,New York,2.49
Hamilton,New York,3.05
Herkimer,New York,2.41
Jefferson,New York,2.44
Kings,New York,2.61
Lewis,New York,2.51
Livingston,New York,2.33
Madison,New York,2.53
Monroe,New York,2.35
Montgomery,New York,2.46
Nassau,New York,2.97
New York,New York,2.07
Niagara,New York,2.29
Oneida,New York,2.39
Onondaga,New York,2.36
Ontario,New York,2.32
Orange,New York,2.85
Orleans,New York,2.26
Oswego,New York,2.42
Otsego,New York,2.28
Putnam,New York,2.76
Queens,New York,2.86
Rensselaer,New York,2.34
Richmond,New York,2.81
Rockland,New York,3.15
St. Lawrence,New York,2.31
Saratoga,New York,2.35
Schenectady,New York,2.62
Schoharie,New York,2.34
Schuyler,New York,2.38
Seneca,New York,2.26
Steuben,New York,2.35
Suffolk,New York,2.93
Sullivan,New York,2.49
Tioga,New York,2.32
Tompkins,New York,2.18
Ulster,New York,2.38
Warren,New York,2.18
Washington,New York,2.41
Wayne,New York,2.37
Westchester,New York,2.67
Wyoming,New York,2.34
Yates,New York,2.67
Alamance,North Carolina,2.47
Alexander,North Carolina,2.56
Alleghany,North Carolina,2.19
Anson,North Carolina,2.32
Ashe,North Carolina,2.24
Avery,North Carolina,2.13
Beaufort,North Carolina,2.31
Bertie,North Carolina,2.2
Bladen,North Carolina,2.44
Brunswick,North Carolina,2.3
Buncombe,North Carolina,2.4
Burke,North Carolina,2.45
Cabarrus,North Carolina,2.88
Caldwell,North Carolina,2.47
Camden,North Carolina,2.71
Carteret,North Carolina,2.27
Caswell,North Carolina,2.39
Catawba,North Carolina,2.48
Chatham,North Carolina,2.41
Cherokee,North Carolina,2.23
Chowan,North Carolina,2.15
Clay,North Carolina,2.09
Cleveland,North Carolina,2.66
Columbus,North Carolina,2.45
Craven,North Carolina,2.37
Cumberland,North Carolina,2.49
Currituck,North Carolina,2.49
Dare,North Carolina,2.31
Davidson,North Carolina,2.44
Davie,North Carolina,2.59
Duplin,North Carolina,2.73
Durham,North Carolina,2.33
Edgecombe,North Carolina,2.47
Forsyth,North Carolina,2.47
Franklin,North Carolina,2.58
Gaston,North Carolina,2.57
Gates,North Carolina,2.44
Graham,North Carolina,2.38
Granville,North Carolina,2.6
Greene,North Carolina,2.56
Guilford,North Carolina,2.46
Halifax,North Carolina,2.35
Harnett,North Carolina,2.82
Haywood,North Carolina,2.28
Henderson,North Carolina,2.31
Hertford,North Carolina,2.41
Hoke,North Carolina,2.88
Hyde,North Carolina,2.21
