GeoName,State,County,LineCode,Description,Unit,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Live Oak, TX",TX,Live Oak,1,Personal income (thousands of dollars),Thousands of dollars,132440,147929,161312,161006,167828,175325,196135,203282,206529,214188,238530,238834,253867,260796,265209,285398,300488,330170,310682,319000,379614,418919,458270,490746,441362,377033,409938,438952,456731
"Live Oak, TX",TX,Live Oak,2,Population (persons) 1/,Number of persons,9981,10206,10645,10990,11237,11574,11714,12015,12191,12233,12071,11955,11768,11689,11631,11559,11528,11479,11410,11556,11507,11655,11817,12057,12173,12023,12146,12148,12207
"Live Oak, TX",TX,Live Oak,3,Per capita personal income (dollars) 2/,Dollars,13269,14494,15154,14650,14935,15148,16744,16919,16941,17509,19761,19978,21573,22311,22802,24691,26066,28763,27229,27605,32990,35943,38781,40702,36257,31359,33751,36134,37415
"Llano, TX",TX,Llano,1,Personal income (thousands of dollars),Thousands of dollars,195398,210207,227382,240291,266829,287622,315111,344289,366749,403914,417514,425074,439617,463954,474652,504591,545364,592080,581151,630816,678697,737808,778037,863188,904104,938669,985409,1040309,1087688
"Llano, TX",TX,Llano,2,Population (persons) 1/,Number of persons,11983,12338,12801,13531,14090,14674,15165,15785,16510,17077,17499,17872,18153,18220,18425,18502,18935,19034,19175,19336,19073,19266,19509,19666,20081,20592,21167,21600,21795
"Llano, TX",TX,Llano,3,Per capita personal income (dollars) 2/,Dollars,16306,17037,17763,17759,18937,19601,20779,21811,22214,23653,23859,23784,24217,25464,25761,27272,28802,31106,30308,32624,35584,38296,39881,43892,45023,45584,46554,48162,49905
"Loving, TX",TX,Loving,1,Personal income (thousands of dollars),Thousands of dollars,3389,3782,3992,3614,3525,2732,3174,3110,2960,2926,3041,2920,3095,3292,3253,3673,3940,3178,2234,2214,2493,2404,2750,3616,4055,5847,7141,7656,9081
"Loving, TX",TX,Loving,2,Population (persons) 1/,Number of persons,96,127,109,114,111,109,78,83,77,65,66,75,72,55,70,75,79,61,77,84,95,86,106,89,119,117,133,148,169
"Loving, TX",TX,Loving,3,Per capita personal income (dollars) 2/,Dollars,35302,29780,36624,31702,31757,25064,40692,37470,38442,45015,46076,38933,42986,59855,46471,48973,49873,52098,29013,26357,26242,27953,25943,40629,34076,49974,53692,51730,53734
"Lubbock, TX",TX,Lubbock,1,Personal income (thousands of dollars),Thousands of dollars,3819151,4050590,4295473,4540656,4744144,5009384,5186033,5460476,5582553,5934030,6076545,6298346,6566408,6738228,7161879,7662923,8084035,8670806,8830873,9394686,9898142,10515922,10757304,11418542,11804208,12116032,12517598,13235695,13761558
"Lubbock, TX",TX,Lubbock,2,Population (persons) 1/,Number of persons,225598,227237,231275,235617,238423,239740,240278,239602,240776,243109,246616,249407,253388,255669,257779,261761,265215,268197,274252,280301,283408,285961,289515,294433,298337,302094,305413,307627,310569
"Lubbock, TX",TX,Lubbock,3,Per capita personal income (dollars) 2/,Dollars,16929,17825,18573,19271,19898,20895,21583,22790,23186,24409,24640,25253,25914,26355,27783,29275,30481,32330,32200,33516,34925,36774,37156,38781,39567,40107,40986,43025,44311
"Lynn, TX",TX,Lynn,1,Personal income (thousands of dollars),Thousands of dollars,86233,111937,123144,108319,113379,130574,145707,114507,131512,120566,133727,131631,173181,186757,193168,143463,208548,140319,166238,218111,176329,160319,234806,161345,183663,173774,228682,234805,256735
"Lynn, TX",TX,Lynn,2,Population (persons) 1/,Number of persons,6719,6718,6611,6601,6440,6456,6520,6637,6625,6489,6444,6421,6232,6172,6178,6192,5989,5932,5927,5914,5886,5796,5728,5798,5746,5775,5832,5848,5951
"Lynn, TX",TX,Lynn,3,Per capita personal income (dollars) 2/,Dollars,12834,16662,18627,16409,17605,20225,22348,17253,19851,18580,20752,20500,27789,30259,31267,23169,34822,23655,28048,36880,29957,27660,40993,27828,31964,30091,39212,40151,43141
"McCulloch, TX",TX,McCulloch,1,Personal income (thousands of dollars),Thousands of dollars,118512,120911,129821,134158,142823,145427,156612,158911,163893,170894,181106,182522,197676,192039,193227,205002,229615,246239,225181,239026,281766,278463,284883,297701,297135,281949,296491,312473,310537
"McCulloch, TX",TX,McCulloch,2,Population (persons) 1/,Number of persons,8309,8207,8229,8186,8208,8366,8303,8223,8284,8175,8034,7927,8033,8164,8117,8183,8105,8203,8365,8231,8254,8241,8243,8152,8255,8124,7941,7982,7984
"McCulloch, TX",TX,McCulloch,3,Per capita personal income (dollars) 2/,Dollars,14263,14733,15776,16389,17400,17383,18862,19325,19784,20904,22542,23025,24608,23523,23805,25052,28330,30018,26919,29040,34137,33790,34561,36519,35995,34706,37337,39147,38895
"McLennan, TX",TX,McLennan,1,Personal income (thousands of dollars),Thousands of dollars,2996700,3164486,3360936,3588831,3855591,4037598,4274836,4516839,4721713,4910945,5126534,5274212,5589634,5755776,6083894,6393939,6698524,6977771,7055382,7447786,7771833,8130120,8289058,8721342,9219394,9536559,10031416,10526360,10818901
"McLennan, TX",TX,McLennan,2,Population (persons) 1/,Number of persons,191878,193462,196163,200503,202692,205894,207991,209800,211548,213967,215099,216571,218744,221353,222794,224452,226741,229037,231679,235917,237852,239368,241443,243166,245444,247553,251631,254196,256623
"McLennan, TX",TX,McLennan,3,Per capita personal income (dollars) 2/,Dollars,15618,16357,17133,17899,19022,19610,20553,21529,22320,22952,23833,24353,25553,26003,27307,28487,29543,30466,30453,31570,32675,33965,34331,35866,37562,38523,39866,41410,42159
"McMullen, TX",TX,McMullen,1,Personal income (thousands of dollars),Thousands of dollars,15710,16826,17615,16625,15246,18400,15647,17984,20161,22228,23358,24040,25731,26354,25053,27138,26858,30345,28250,26137,39392,41180,53076,73763,80153,50844,50321,46977,48481
"McMullen, TX",TX,McMullen,2,Population (persons) 1/,Number of persons,790,817,804,815,840,814,822,826,832,843,819,795,801,735,789,765,773,736,699,711,697,730,760,799,828,806,765,731,743
"McMullen, TX",TX,McMullen,3,Per capita personal income (dollars) 2/,Dollars,19886,20595,21909,20399,18150,22604,19035,21772,24232,26368,28520,30239,32124,35856,31753,35475,34745,41230,40415,36761,56516,56411,69837,92319,96803,63082,65779,64264,65250
"Madison, TX",TX,Madison,1,Personal income (thousands of dollars),Thousands of dollars,151543,156694,160423,164573,185367,190812,215293,222098,227529,233149,258717,264370,275070,271622,284062,287362,313237,319013,312731,326160,351404,377880,388973,424484,419117,406172,428285,450392,466347
"Madison, TX",TX,Madison,2,Population (persons) 1/,Number of persons,11098,11226,11633,11677,12079,12266,12276,12465,12756,12967,13680,12797,12989,13146,13136,13264,13353,13340,13483,13739,13753,13746,13820,13871,13968,14120,14251,14363,14284
"Madison, TX",TX,Madison,3,Per capita personal income (dollars) 2/,Dollars,13655,13958,13790,14094,15346,15556,17538,17818,17837,17980,18912,20659,21177,20662,21625,21665,23458,23914,23194,23740,25551,27490,28146,30602,30006,28766,30053,31358,32648
"Marion, TX",TX,Marion,1,Personal income (thousands of dollars),Thousands of dollars,125127,134820,139585,147038,151214,159729,167851,178564,179974,187561,196219,201141,207279,218965,227780,237584,252670,277387,279049,297469,320690,339586,353352,363095,357906,353439,366198,380500,393125
"Marion, TX",TX,Marion,2,Population (persons) 1/,Number of persons,9894,9939,9945,9985,10139,10317,10469,10737,10888,10950,11077,11032,11120,11004,10980,10992,10951,10748,10669,10485,10475,10374,10277,10149,10136,10125,10057,9915,9854
"Marion, TX",TX,Marion,3,Per capita personal income (dollars) 2/,Dollars,12647,13565,14036,14726,14914,15482,16033,16631,16530,17129,17714,18233,18640,19899,20745,21614,23073,25808,26155,28371,30615,32734,34383,35776,35310,34908,36412,38376,39895
"Martin, TX",TX,Martin,1,Personal income (thousands of dollars),Thousands of dollars,60082,74386,88364,76459,74238,71587,95085,71891,96389,81838,97582,91673,120827,118154,129186,116372,163657,125078,154893,206543,197683,229752,269132,265197,254403,239748,291782,368213,351128
"Martin, TX",TX,Martin,2,Population (persons) 1/,Number of persons,4792,4885,4948,4891,4866,4780,4865,4876,4819,4720,4697,4654,4553,4398,4447,4443,4494,4558,4710,4809,4884,4980,5272,5462,5646,5616,5531,5681,5771
"Martin, TX",TX,Martin,3,Per capita personal income (dollars) 2/,Dollars,12538,15227,17859,15633,15256,14976,19545,14744,20002,17339,20775,19698,26538,26865,29050,26192,36417,27441,32886,42949,40476,46135,51049,48553,45059,42690,52754,64815,60844
"Mason, TX",TX,Mason,1,Personal income (thousands of dollars),Thousands of dollars,50061,52964,51295,54272,55634,56271,61830,64083,64496,71023,79534,87325,90349,95234,96018,109445,107680,112011,115562,123894,136016,149522,173411,177983,172087,163958,184638,198242,202754
"Mason, TX",TX,Mason,2,Population (persons) 1/,Number of persons,3360,3410,3474,3526,3600,3645,3702,3727,3710,3734,3743,3725,3762,3811,3813,3862,3897,3876,3982,4010,4033,4056,4120,4095,4057,4161,4179,4259,4274
"Mason, TX",TX,Mason,3,Per capita personal income (dollars) 2/,Dollars,14899,15532,14765,15392,15454,15438,16702,17194,17384,19021,21249,23443,24016,24989,25182,28339,27632,28899,29021,30896,33726,36864,42090,43463,42417,39404,44182,46547,47439
"Matagorda, TX",TX,Matagorda,1,Personal income (thousands of dollars),Thousands of dollars,611760,611493,624322,656474,693164,682406,717530,758744,787166,812482,849413,838241,843721,893986,942587,992347,1062047,1159121,1130227,1144151,1219273,1260807,1322681,1410909,1491245,1480354,1503799,1562478,1657614
"Matagorda, TX",TX,Matagorda,2,Population (persons) 1/,Number of persons,37655,37839,38415,38556,38235,37910,37909,38003,37894,37873,37804,37662,37695,37388,37132,36743,36452,36708,36579,36709,36681,36544,36500,36478,36766,37088,36805,36566,36643
"Matagorda, TX",TX,Matagorda,3,Per capita personal income (dollars) 2/,Dollars,16246,16160,16252,17027,18129,18001,18928,19965,20773,21453,22469,22257,22383,23911,25385,27008,29135,31577,30898,31168,33240,34501,36238,38678,40560,39915,40859,42730,45237
"Maverick, TX",TX,Maverick,1,Personal income (thousands of dollars),Thousands of dollars,292143,328249,351626,398438,414563,441019,473556,518774,545536,579912,654173,686076,748721,787850,849684,904352,977060,1074735,1166022,1266980,1366451,1412864,1472047,1548371,1600713,1601440,1667455,1777152,1842681
"Maverick, TX",TX,Maverick,2,Population (persons) 1/,Number of persons,38231,39751,41308,42444,43642,44581,45432,46142,46945,47343,47594,48408,49123,49627,50140,50951,51367,52190,53434,54432,55260,55765,56532,57115,57720,58041,58111,58276,58722
"Maverick, TX",TX,Maverick,3,Per capita personal income (dollars) 2/,Dollars,7642,8258,8512,9387,9499,9893,10423,11243,11621,12249,13745,14173,15242,15875,16946,17749,19021,20593,21822,23276,24728,25336,26039,27110,27732,27592,28694,30495,31380
"Medina, TX",TX,Medina,1,Personal income (thousands of dollars),Thousands of dollars,385025,422727,467288,505089,554420,593683,655151,694752,730262,786518,844063,874734,925957,972963,1025424,1093281,1174740,1267075,1294967,1361220,1442846,1529318,1612598,1696055,1783866,1825464,1918713,2021922,2119867
"Medina, TX",TX,Medina,2,Population (persons) 1/,Number of persons,28110,28668,30368,31725,33838,35203,36644,37734,38697,39484,40053,40707,41549,42363,42977,43936,44577,45131,45605,46114,46507,46796,47238,47830,48402,49254,50183,50862,51584
"Medina, TX",TX,Medina,3,Per capita personal income (dollars) 2/,Dollars,13697,14746,15388,15921,16385,16865,17879,18412,18871,19920,21074,21489,22286,22967,23860,24883,26353,28075,28395,29519,31024,32681,34138,35460,36855,37062,38234,39753,41095
"Menard, TX",TX,Menard,1,Personal income (thousands of dollars),Thousands of dollars,27003,29853,31613,36892,36977,36511,38958,38497,39506,40080,49194,51468,54798,54713,57067,58115,62415,58581,58866,58971,65297,65752,75899,74517,79313,73789,70587,76463,79573
"Menard, TX",TX,Menard,2,Population (persons) 1/,Number of persons,2212,2280,2322,2363,2428,2358,2402,2401,2348,2342,2321,2340,2311,2265,2212,2199,2176,2217,2227,2230,2214,2204,2137,2128,2134,2091,2110,2120,2138
"Menard, TX",TX,Menard,3,Per capita personal income (dollars) 2/,Dollars,12208,13093,13615,15612,15229,15484,16219,16034,16825,17114,21195,21995,23712,24156,25799,26428,28683,26424,26433,26444,29493,29833,35517,35017,37166,35289,33454,36067,37218
"Midland, TX",TX,Midland,1,Personal income (thousands of dollars),Thousands of dollars,2345683,2510585,2667505,2740721,2813151,3070648,3476597,3565073,3415405,3788033,5705787,5746868,6263781,6481119,7390938,8073703,7893201,11568081,8513490,10037385,13990939,16019001,17097765,18732241,14606724,12520267,18353159,22311759,23161978
"Midland, TX",TX,Midland,2,Population (persons) 1/,Number of persons,108635,110440,111508,112837,113627,114412,116826,118321,117621,115560,116180,117717,119164,120746,122516,125844,128954,132502,136238,136974,140224,147332,152356,156725,162328,163850,165318,172505,176832
"Midland, TX",TX,Midland,3,Per capita personal income (dollars) 2/,Dollars,21592,22733,23922,24289,24758,26839,29759,30131,29037,32780,49112,48819,52564,53676,60326,64156,61209,87305,62490,73279,99776,108727,112222,119523,89983,76413,111017,129340,130983
"Milam, TX",TX,Milam,1,Personal income (thousands of dollars),Thousands of dollars,331953,362947,375061,378590,382382,396933,440171,470904,517798,550875,561179,572496,585615,589937,627773,665858,702170,723790,698048,741260,745615,794228,813370,856753,903472,888493,882230,889345,924367
"Milam, TX",TX,Milam,2,Population (persons) 1/,Number of persons,22807,22952,23107,23423,23450,23746,23968,24073,24125,24290,24445,24981,24917,25136,25017,25082,24946,25065,24864,24681,24607,24114,24090,24143,24362,24680,24939,25045,24823
"Milam, TX",TX,Milam,3,Per capita personal income (dollars) 2/,Dollars,14555,15813,16231,16163,16306,16716,18365,19562,21463,22679,22957,22917,23503,23470,25094,26547,28148,28877,28075,30034,30301,32936,33764,35487,37085,36001,35376,35510,37238
"Mills, TX",TX,Mills,1,Personal income (thousands of dollars),Thousands of dollars,66737,72781,76047,81714,84023,85336,92562,97646,105750,111179,117482,116216,117607,122244,121748,128585,125123,130001,132358,144687,151240,155082,160206,168283,183356,174320,179561,186415,191673
"Mills, TX",TX,Mills,2,Population (persons) 1/,Number of persons,4569,4606,4766,4817,4897,4970,4995,5091,5117,5107,4983,4973,4885,4880,4957,4854,4871,4876,4877,4968,4883,4832,4872,4872,4889,4884,4917,4883,4873
"Mills, TX",TX,Mills,3,Per capita personal income (dollars) 2/,Dollars,14606,15801,15956,16964,17158,17170,18531,19180,20666,21770,23577,23369,24075,25050,24561,26491,25687,26661,27139,29124,30973,32095,32883,34541,37504,35692,36518,38176,39334
"Mitchell, TX",TX,Mitchell,1,Personal income (thousands of dollars),Thousands of dollars,104835,115502,115826,127482,124896,122199,143700,137680,145957,142838,157722,158949,173078,179534,184734,189081,208054,206320,214666,235866,257165,257221,271075,276508,274691,254154,264181,285920,287052
"Mitchell, TX",TX,Mitchell,2,Population (persons) 1/,Number of persons,7758,7750,7770,8686,9089,9055,9636,9842,9822,9628,9576,9420,9366,9280,9322,9279,9339,9285,9399,9412,9396,9329,8999,9070,8856,8474,8215,8525,8545
"Mitchell, TX",TX,Mitchell,3,Per capita personal income (dollars) 2/,Dollars,13513,14903,14907,14677,13741,13495,14913,13989,14860,14836,16471,16874,18479,19346,19817,20377,22278,22221,22839,25060,27370,27572,30123,30486,31018,29992,32158,33539,33593
"Montague, TX",TX,Montague,1,Personal income (thousands of dollars),Thousands of dollars,249457,267050,278552,293134,305117,322386,354963,372880,390357,422516,443769,447443,459183,475028,507109,566584,632571,725792,649438,689567,776112,796361,806076,855722,794935,725316,764479,803562,836915
"Montague, TX",TX,Montague,2,Population (persons) 1/,Number of persons,17284,17404,17471,17840,18008,18196,18634,18816,19030,19166,19196,19170,19388,19444,19551,19781,19822,19882,19768,19718,19759,19477,19387,19365,19252,19390,19399,19584,19818
"Montague, TX",TX,Montague,3,Per capita personal income (dollars) 2/,Dollars,14433,15344,15944,16431,16943,17717,19049,19817,20513,22045,23118,23341,23684,24431,25938,28643,31913,36505,32853,34971,39279,40887,41578,44189,41291,37407,39408,41032,42230
"Montgomery, TX",TX,Montgomery,1,Personal income (thousands of dollars),Thousands of dollars,3655627,4105047,4480714,4937794,5483209,6121721,6953564,7929504,8424626,9710305,10711426,10950535,11482825,12397725,14415329,16904454,19209578,21970796,21121379,22558762,24581887,28882026,30957581,33264527,31815105,30910111,35068470,36428280,38523113
"Montgomery, TX",TX,Montgomery,2,Population (persons) 1/,Number of persons,192732,202374,211878,221428,231816,243221,255557,269043,284271,297296,311437,326466,341499,357607,372541,392497,411416,429818,445836,459208,471415,484565,498392,517146,535753,555216,571615,589770,607391
"Montgomery, TX",TX,Montgomery,3,Per capita personal income (dollars) 2/,Dollars,18967,20284,21148,22300,23653,25169,27209,29473,29636,32662,34394,33543,33625,34669,38695,43069,46691,51117,47375,49125,52145,59604,62115,64323,59384,55672,61350,61767,63424
"Moore, TX",TX,Moore,1,Personal income (thousands of dollars),Thousands of dollars,305847,313901,343822,345047,362660,384544,402429,427498,450403,461824,488816,461694,480304,486854,512083,530025,570302,593484,582966,654085,719749,759079,764126,840011,921567,867494,905268,907014,965508
"Moore, TX",TX,Moore,2,Population (persons) 1/,Number of persons,18059,18120,18963,19150,19343,19320,19528,19928,20128,20121,20281,20155,20223,20389,20312,20558,20469,20917,21575,22005,22070,22430,22146,21986,21725,21641,21604,21083,20940
"Moore, TX",TX,Moore,3,Per capita personal income (dollars) 2/,Dollars,16936,17323,18131,18018,18749,19904,20608,21452,22377,22952,24102,22907,23750,23878,25211,25782,27862,28373,27020,29724,32612,33842,34504,38207,42420,40086,41903,43021,46108
"Morris, TX",TX,Morris,1,Personal income (thousands of dollars),Thousands of dollars,180684,191872,199196,208740,226127,241801,269615,268986,268573,282779,301475,305743,316282,349464,371628,397297,422297,459780,469309,512308,523645,532826,519361,520672,519674,492671,505324,502269,508749
"Morris, TX",TX,Morris,2,Population (persons) 1/,Number of persons,13049,12907,13135,13109,13127,13225,13224,13255,13020,13027,13179,13170,13139,12983,13012,13168,13251,13092,12954,12919,12770,12703,12680,12606,12370,12429,12375,12303,12388
"Morris, TX",TX,Morris,3,Per capita personal income (dollars) 2/,Dollars,13847,14866,15165,15923,17226,18284,20388,20293,20628,21707,22875,23215,24072,26917,28560,30171,31869,35119,36229,39655,41006,41945,40959,41304,42011,39639,40834,40825,41068
"Motley, TX",TX,Motley,1,Personal income (thousands of dollars),Thousands of dollars,23433,24879,27271,22552,21300,23786,25550,21592,27879,25930,30700,32254,33395,35065,35505,32644,33941,26914,30179,33576,38593,35699,40400,36140,35859,34020,36021,37883,39585
"Motley, TX",TX,Motley,2,Population (persons) 1/,Number of persons,1474,1450,1440,1448,1369,1347,1374,1398,1392,1435,1340,1311,1319,1270,1257,1236,1228,1197,1200,1205,1200,1197,1192,1149,1146,1170,1226,1232,1200
"Motley, TX",TX,Motley,3,Per capita personal income (dollars) 2/,Dollars,15898,17158,18938,15575,15559,17659,18595,15445,20028,18070,22910,24603,25318,27610,28246,26411,27639,22485,25149,27864,32161,29824,33893,31453,31291,29077,29381,30749,32988
"Nacogdoches, TX",TX,Nacogdoches,1,Personal income (thousands of dollars),Thousands of dollars,767766,817603,851213,904771,941195,994836,1063397,1117499,1166744,1200789,1336396,1403951,1414382,1467027,1534646,1571683,1648771,1813951,1849828,2001477,2071923,2118952,2127370,2228366,2326251,2291334,2376004,2477400,2514839
"Nacogdoches, TX",TX,Nacogdoches,2,Population (persons) 1/,Number of persons,55146,55291,55994,56924,57171,57602,58899,58813,59006,59224,59541,59422,59816,60427,60939,61750,62274,62957,64012,64685,65655,65866,65193,65240,65462,65549,65317,65161,65204
"Nacogdoches, TX",TX,Nacogdoches,3,Per capita personal income (dollars) 2/,Dollars,13922,14787,15202,15894,16463,17271,18055,19001,19773,20275,22445,23627,23646,24278,25183,25452,26476,28813,28898,30942,31558,32171,32632,34156,35536,34956,36377,38020,38569
"Navarro, TX",TX,Navarro,1,Personal income (thousands of dollars),Thousands of dollars,582722,630886,651569,684231,723715,757865,826085,873166,911519,949837,995405,1026189,1049619,1087700,1148536,1202418,1290052,1372673,1372241,1457331,1518609,1610127,1603167,1671329,1717185,1758121,1808831,1904245,1987095
"Navarro, TX",TX,Navarro,2,Population (persons) 1/,Number of persons,40088,40460,41009,41378,42143,42702,42852,43682,44440,45202,45577,45937,46078,46545,46854,47338,47272,47408,47584,47869,48074,48163,48036,47913,48181,48405,48739,49536,50113
"Navarro, TX",TX,Navarro,3,Per capita personal income (dollars) 2/,Dollars,14536,15593,15888,16536,17173,17748,19278,19989,20511,21013,21840,22339,22779,23369,24513,25401,27290,28954,28838,30444,31589,33431,33374,34883,35640,36321,37113,38442,39652
"Newton, TX",TX,Newton,1,Personal income (thousands of dollars),Thousands of dollars,148925,165406,176080,189240,200839,204182,224745,245123,227862,229226,237104,243635,244981,243737,257107,262353,292136,329820,323737,338617,360977,374259,384407,413809,423433,425680,443996,457819,465829
"Newton, TX",TX,Newton,2,Population (persons) 1/,Number of persons,13514,13625,13958,14246,14816,14734,14964,14876,15041,15038,15023,14945,14938,14560,14625,14349,14335,14393,14446,14448,14563,14434,14341,14292,14158,14160,13908,13751,13595
"Newton, TX",TX,Newton,3,Per capita personal income (dollars) 2/,Dollars,11020,12140,12615,13284,13556,13858,15019,16478,15149,15243,15783,16302,16400,16740,17580,18284,20379,22915,22410,23437,24787,25929,26805,28954,29908,30062,31924,33294,34265
"Nolan, TX",TX,Nolan,1,Personal income (thousands of dollars),Thousands of dollars,227203,241146,245830,261588,276467,278585,302860,306006,309370,314245,329247,332365,344611,356364,375083,376330,412370,434385,446413,473656,504079,517747,557432,592513,588168,583312,613658,649533,677820
"Nolan, TX",TX,Nolan,2,Population (persons) 1/,Number of persons,16316,16093,16034,16173,16151,16166,16141,16098,15898,15947,15503,15194,15148,15013,14745,14740,14750,15093,15128,15244,15143,14932,15068,15126,15111,15044,14854,14799,14714
"Nolan, TX",TX,Nolan,3,Per capita personal income (dollars) 2/,Dollars,13925,14985,15332,16174,17118,17233,18763,19009,19460,19706,21238,21875,22750,23737,25438,25531,27957,28781,29509,31072,33288,34674,36994,39172,38923,38774,41313,43890,46066
"Nueces, TX",TX,Nueces,1,Personal income (thousands of dollars),Thousands of dollars,4900361,5319209,5531823,5847329,6086780,6501030,6850599,7203289,7371703,7642852,8293126,8509888,8927892,9359784,10090603,10791213,11096531,12311046,11627447,12477790,13531285,14155517,14648614,15407963,15322238,14548436,15358312,15717006,16262836
"Nueces, TX",TX,Nueces,2,Population (persons) 1/,Number of persons,295863,299404,304066,308725,310435,312762,314667,314810,314553,313673,313670,316256,317632,321879,325515,329113,330512,333526,338220,340245,343263,347939,352946,356657,360504,361642,361235,362026,362294
"Nueces, TX",TX,Nueces,3,Per capita personal income (dollars) 2/,Dollars,16563,17766,18193,18940,19607,20786,21771,22881,23435,24366,26439,26908,28108,29079,30999,32789,33574,36912,34378,36673,39420,40684,41504,43201,42502,40229,42516,43414,44889
"Ochiltree, TX",TX,Ochiltree,1,Personal income (thousands of dollars),Thousands of dollars,171647,171901,181686,174803,176078,190595,202978,237292,251596,250644,277511,254325,267066,263199,306035,345512,346665,425667,342183,428106,581748,671392,719094,830301,699866,532225,564471,579090,598643
"Ochiltree, TX",TX,Ochiltree,2,Population (persons) 1/,Number of persons,8899,8871,8706,8715,8709,8937,9095,9104,9027,8988,9134,9106,8981,9149,9384,9557,9812,9962,10225,10171,10444,10612,10704,10715,10698,10257,9996,9866,9836
"Ochiltree, TX",TX,Ochiltree,3,Per capita personal income (dollars) 2/,Dollars,19288,19378,20869,20058,20218,21327,22318,26065,27871,27887,30382,27929,29737,28768,32612,36153,35331,42729,33465,42091,55702,63267,67180,77490,65420,51889,56470,58696,60862
"Oldham, TX",TX,Oldham,1,Personal income (thousands of dollars),Thousands of dollars,47923,45391,46111,45396,45107,41548,51150,56105,63199,58751,67308,58571,64036,64367,61112,61392,69217,76913,75607,87228,99027,92830,90449,111983,129387,112076,115608,117891,117172
"Oldham, TX",TX,Oldham,2,Population (persons) 1/,Number of persons,2225,2247,2307,2323,2224,2229,2302,2098,2152,2186,2132,2069,2072,2039,2010,2010,1992,2004,2040,2050,2072,2046,2088,2069,2064,2074,2104,2118,2112
"Oldham, TX",TX,Oldham,3,Per capita personal income (dollars) 2/,Dollars,21538,20201,19987,19542,20282,18640,22220,26742,29368,26876,31570,28309,30905,31568,30404,30543,34747,38380,37062,42550,47793,45371,43318,54124,62687,54039,54947,55661,55479
"Orange, TX",TX,Orange,1,Personal income (thousands of dollars),Thousands of dollars,1281769,1395806,1407554,1476750,1559436,1617528,1767120,1832325,1845208,1932849,1972056,2020437,2091891,2096621,2226139,2401208,2597219,2739073,2693078,2844509,3035566,3186958,3132806,3363869,3486951,3562872,3659433,3729995,3808098
"Orange, TX",TX,Orange,2,Population (persons) 1/,Number of persons,81733,82711,83342,83860,83983,83975,84420,84512,84883,84930,84108,83813,83553,83580,83500,81687,82255,82612,81586,82012,82341,82887,82811,83244,83955,84549,84971,83474,83396
"Orange, TX",TX,Orange,3,Per capita personal income (dollars) 2/,Dollars,15682,16876,16889,17610,18568,19262,20932,21681,21738,22758,23447,24106,25037,25085,26660,29395,31575,33156,33009,34684,36866,38449,37831,40410,41534,42140,43067,44685,45663
"Palo Pinto, TX",TX,Palo Pinto,1,Personal income (thousands of dollars),Thousands of dollars,362181,381533,393938,407689,431441,457470,500971,535429,562108,594185,610168,615210,636621,647785,702685,769695,826775,928908,858315,882604,928827,968651,972807,1031733,1025787,1017883,1088473,1149183,1202391
"Palo Pinto, TX",TX,Palo Pinto,2,Population (persons) 1/,Number of persons,25137,24842,25095,25271,25298,25674,25948,26378,26720,27074,27128,27144,27294,27276,27511,27859,27679,27916,28071,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189
"Palo Pinto, TX",TX,Palo Pinto,3,Per capita personal income (dollars) 2/,Dollars,14408,15358,15698,16133,17054,17818,19307,20298,21037,21947,22492,22665,23325,23749,25542,27628,29870,33275,30577,31415,33099,34760,34885,36794,36680,36191,38133,39800,41193
"Panola, TX",TX,Panola,1,Personal income (thousands of dollars),Thousands of dollars,300804,314298,329827,346295,362113,383115,414648,438612,454230,488719,509880,508061,530382,561018,593264,662028,728759,884959,775762,837707,870367,915816,973430,1034679,993638,906089,951726,1056672,1054569
"Panola, TX",TX,Panola,2,Population (persons) 1/,Number of persons,22020,22096,22111,22345,22510,22554,22821,22828,22765,22764,22773,22953,23021,22892,23140,23456,23351,23537,23678,23772,24007,24001,23790,23750,23667,23419,23211,23142,23194
"Panola, TX",TX,Panola,3,Per capita personal income (dollars) 2/,Dollars,13660,14224,14917,15498,16087,16987,18170,19214,19953,21469,22390,22135,23039,24507,25638,28224,31209,37599,32763,35239,36255,38157,40918,43565,41984,38690,41003,45660,45467
"Parker, TX",TX,Parker,1,Personal income (thousands of dollars),Thousands of dollars,1134112,1235675,1319878,1406086,1552911,1695977,1940775,2135853,2311553,2580992,2765967,2850742,2974317,3047162,3368565,3782922,4114131,4574614,4535341,4624365,4943341,5376183,5575351,5944987,6161965,6491335,6903121,7479505,7974098
"Parker, TX",TX,Parker,2,Population (persons) 1/,Number of persons,66608,67942,69584,71565,73793,76476,79449,83056,86087,89159,91660,94092,97041,99320,101891,105387,109408,112911,115802,117316,118320,119482,119785,122147,125640,128967,133501,138070,142878
"Parker, TX",TX,Parker,3,Per capita personal income (dollars) 2/,Dollars,17027,18187,18968,19648,21044,22177,24428,25716,26851,28948,30176,30297,30650,30680,33060,35896,37604,40515,39165,39418,41779,44996,46545,48671,49045,50333,51708,54172,55811
