GeoName,State,County,LineCode,Description,Unit,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Okeechobee, FL",FL,Okeechobee,1,Personal income (thousands of dollars),Thousands of dollars,420828,434326,457537,472044,496342,530925,562493,587511,611437,636121,690660,704460,736376,825868,902397,944208,981764,981750,958442,972952,1012741,1037948,1032698,1139785,1208690,1194714,1268865,1295166,1348150
"Okeechobee, FL",FL,Okeechobee,2,Population (persons) 1/,Number of persons,30783,31168,31821,31889,31910,32741,34030,34847,35551,35917,36298,36776,37224,38556,39247,39668,39840,39968,39899,40025,39869,39710,39482,39569,39854,40769,41275,41654,42168
"Okeechobee, FL",FL,Okeechobee,3,Per capita personal income (dollars) 2/,Dollars,13671,13935,14378,14803,15554,16216,16529,16860,17199,17711,19027,19155,19782,21420,22993,23803,24643,24563,24022,24309,25402,26138,26156,28805,30328,29304,30742,31093,31971
"Orange, FL",FL,Orange,1,Personal income (thousands of dollars),Thousands of dollars,13213745,14022860,14952850,15691028,16908130,18229248,19594147,21379290,22889914,25012362,25013243,25989643,27572387,30130504,33299039,36610435,38090863,38631472,36651741,38834144,41458050,43236066,44508251,48054640,51973142,54154812,58153900,61787689,64447389
"Orange, FL",FL,Orange,2,Population (persons) 1/,Number of persons,706454,725347,745596,764593,780031,801137,829072,855705,875681,903019,931775,955136,979227,1011681,1053341,1083429,1100663,1115525,1131351,1148564,1170579,1202498,1227435,1256606,1291301,1326516,1355921,1381540,1393452
"Orange, FL",FL,Orange,3,Per capita personal income (dollars) 2/,Dollars,18704,19333,20055,20522,21676,22754,23634,24984,26140,27699,26845,27210,28157,29783,31613,33791,34607,34631,32396,33811,35417,35955,36261,38242,40249,40825,42889,44724,46250
"Osceola, FL",FL,Osceola,1,Personal income (thousands of dollars),Thousands of dollars,1706782,1852677,1982802,2129383,2312301,2525138,2747822,3023559,3300928,3596108,3910449,4189999,4570819,5008285,5639143,6125650,6547813,6604103,6646098,7147836,7773694,8003851,8356566,8949132,9798998,10584694,11438134,12560543,13248144
"Osceola, FL",FL,Osceola,2,Population (persons) 1/,Number of persons,117557,122205,127818,132650,138824,145970,153082,160069,167021,174146,181694,190844,202687,216541,228026,242081,253722,261746,265267,269837,278636,288876,299238,311046,323736,338209,353623,368456,375751
"Osceola, FL",FL,Osceola,3,Per capita personal income (dollars) 2/,Dollars,14519,15160,15513,16053,16656,17299,17950,18889,19764,20650,21522,21955,22551,23129,24730,25304,25807,25231,25054,26489,27899,27707,27926,28771,30268,31296,32346,34090,35258
"Palm Beach, FL",FL,Palm Beach,1,Personal income (thousands of dollars),Thousands of dollars,27542116,29425628,31386076,33089852,36018232,38980809,41273217,44887317,46809196,51757804,52885923,53848794,55766207,61743400,69464449,76455771,80694551,77917076,68786050,72210911,77249467,85062731,83928862,92592527,100093764,103553784,113276100,120772867,124632614
"Palm Beach, FL",FL,Palm Beach,2,Population (persons) 1/,Number of persons,898852,926446,957014,988009,1013781,1040144,1069718,1096123,1116913,1135787,1160474,1191340,1218100,1252223,1278380,1284489,1286586,1294938,1307371,1323619,1336760,1354936,1376462,1398656,1424256,1450890,1470344,1482876,1496770
"Palm Beach, FL",FL,Palm Beach,3,Per capita personal income (dollars) 2/,Dollars,30641,31762,32796,33491,35529,37476,38583,40951,41909,45570,45573,45200,45781,49307,54338,59522,62720,60171,52614,54556,57789,62780,60974,66201,70278,71373,77041,81445,83268
"Pasco, FL",FL,Pasco,1,Personal income (thousands of dollars),Thousands of dollars,4503115,4728465,4970599,5308023,5765435,6107438,6520717,6917666,7281217,7932051,8678957,9201525,9987550,10902221,11965194,13161431,14212880,14708772,14248899,14909206,15607522,15856881,16069820,17010349,18262733,19444411,20540387,21983432,23304817
"Pasco, FL",FL,Pasco,2,Population (persons) 1/,Number of persons,285780,288132,293977,301623,308747,316352,323855,331026,337533,347038,357653,369665,383238,401648,421844,439529,453579,461313,462607,465487,466464,469637,474352,483399,494895,509937,525141,539090,553947
"Pasco, FL",FL,Pasco,3,Per capita personal income (dollars) 2/,Dollars,15757,16411,16908,17598,18674,19306,20135,20898,21572,22856,24266,24892,26061,27144,28364,29944,31335,31885,30801,32029,33459,33764,33877,35189,36902,38131,39114,40779,42070
"Pinellas, FL",FL,Pinellas,1,Personal income (thousands of dollars),Thousands of dollars,18468424,19303409,20699652,21238661,22723693,23893752,25317426,26838164,27627924,29848128,30269360,30928793,31875684,33402421,35663676,37530401,38412797,37767974,35977478,38272377,39909943,39919979,40296700,43208348,45692755,47088953,49882382,52313463,54216585
"Pinellas, FL",FL,Pinellas,2,Population (persons) 1/,Number of persons,867902,872202,877340,884441,891519,896030,904564,913032,917379,922150,923850,925102,926266,928305,929426,924182,918624,916458,915330,916412,918455,921642,928414,936400,947060,959874,968341,973058,974996
"Pinellas, FL",FL,Pinellas,3,Per capita personal income (dollars) 2/,Dollars,21279,22132,23594,24014,25489,26666,27989,29395,30116,32368,32764,33433,34413,35982,38372,40609,41816,41211,39305,41763,43453,43314,43404,46143,48247,49057,51513,53762,55607
"Polk, FL",FL,Polk,1,Personal income (thousands of dollars),Thousands of dollars,6815714,7203889,7598387,8221179,8853107,9396345,9746932,10684014,11225533,11749751,12693276,12928993,13625451,14710524,16077599,16808067,17486514,17968532,17236367,18373933,19427284,19565614,19647197,20708624,21738318,22346001,23945564,25288404,26562710
"Polk, FL",FL,Polk,2,Population (persons) 1/,Number of persons,415136,423171,429224,438480,447182,454512,463519,471450,478047,485515,492917,501469,513058,527685,547373,568324,585982,594801,598683,603102,609948,615453,622633,634398,648523,665823,685368,706597,724777
"Polk, FL",FL,Polk,3,Per capita personal income (dollars) 2/,Dollars,16418,17024,17703,18749,19798,20673,21028,22662,23482,24201,25751,25782,26557,27877,29372,29575,29841,30209,28790,30466,31851,31791,31555,32643,33520,33561,34938,35789,36649
"Putnam, FL",FL,Putnam,1,Personal income (thousands of dollars),Thousands of dollars,863467,942219,1003344,1031583,1116056,1137734,1174304,1219035,1266329,1338705,1464811,1522560,1606423,1657335,1737526,1814605,1883197,1917310,1886740,1955561,1984587,1958318,1929192,1994185,2067714,2163597,2275452,2364792,2455407
"Putnam, FL",FL,Putnam,2,Population (persons) 1/,Number of persons,66330,66984,67868,68738,69314,70041,70388,70674,70499,70433,70585,71386,71853,72831,73792,74663,75107,74999,74546,74220,73652,72927,72370,71971,71939,72373,73384,74043,74521
"Putnam, FL",FL,Putnam,3,Per capita personal income (dollars) 2/,Dollars,13018,14066,14784,15007,16101,16244,16683,17249,17962,19007,20752,21329,22357,22756,23546,24304,25074,25564,25310,26348,26945,26853,26657,27708,28743,29895,31007,31938,32949
"St. Johns, FL",FL,St. Johns,1,Personal income (thousands of dollars),Thousands of dollars,2069705,2292698,2450957,2641068,2912056,3214583,3630549,4107931,4394840,4841180,5182665,5341488,5733931,6763173,7659866,8752079,9516804,9865571,9220204,10072888,10810535,11804578,12126190,12951755,13842726,14661520,16232309,17690381,18658952
"St. Johns, FL",FL,St. Johns,2,Population (persons) 1/,Number of persons,87640,90168,94546,98440,102146,106954,111823,116290,119646,124522,129805,135770,142165,151717,160266,168480,175318,181720,186281,191249,196106,202066,209439,217836,226362,234828,243693,253814,264672
"St. Johns, FL",FL,St. Johns,3,Per capita personal income (dollars) 2/,Dollars,23616,25427,25923,26829,28509,30056,32467,35325,36732,38878,39927,39342,40333,44578,47795,51947,54283,54290,49496,52669,55126,58419,57898,59456,61153,62435,66610,69698,70498
"St. Lucie, FL",FL,St. Lucie,1,Personal income (thousands of dollars),Thousands of dollars,2509972,2624075,2794708,2980494,3221486,3435473,3618323,3869254,4028139,4357285,4748240,5028792,5413228,6228394,6987361,7552835,8099174,8614514,8306273,8425331,8930452,9373177,9520921,10046592,10695585,11538691,12038274,12778825,13501095
"St. Lucie, FL",FL,St. Lucie,2,Population (persons) 1/,Number of persons,158173,163060,167735,172790,176229,180497,184633,187492,190349,193518,198459,205796,214924,228548,241965,255251,266860,273151,274344,278264,280416,282931,285299,290045,297282,305566,313163,320425,328297
"St. Lucie, FL",FL,St. Lucie,3,Per capita personal income (dollars) 2/,Dollars,15869,16093,16661,17249,18280,19033,19597,20637,21162,22516,23926,24436,25187,27252,28878,29590,30350,31538,30277,30278,31847,33129,33372,34638,35978,37762,38441,39881,41125
"Santa Rosa, FL",FL,Santa Rosa,1,Personal income (thousands of dollars),Thousands of dollars,1470712,1615235,1739972,1889321,2036605,2244419,2418839,2574319,2702308,2948117,3297707,3459293,3726040,4103194,4466462,4831064,5125662,5316547,5294319,5548739,5849782,6085829,6113017,6427161,6742340,7128120,7535449,7974884,8474829
"Santa Rosa, FL",FL,Santa Rosa,2,Population (persons) 1/,Number of persons,85338,89507,93654,97636,101882,105871,110420,113687,116070,118360,121261,127438,131463,137241,141132,142983,146158,148538,149544,152908,155738,158190,160392,162668,166226,169894,174049,179295,184313
"Santa Rosa, FL",FL,Santa Rosa,3,Per capita personal income (dollars) 2/,Dollars,17234,18046,18579,19351,19990,21200,21906,22644,23282,24908,27195,27145,28343,29898,31647,33788,35069,35793,35403,36288,37562,38472,38113,39511,40561,41956,43295,44479,45981
"Sarasota, FL",FL,Sarasota,1,Personal income (thousands of dollars),Thousands of dollars,7753706,8190165,8473111,9106244,9500676,10088280,10785252,11693501,12111691,13128757,13152524,13464361,14164452,15714937,17207787,18574685,18965568,18561503,16758793,17174973,18183517,19184167,19620972,21794914,23531548,24516109,26351335,28079762,29007979
"Sarasota, FL",FL,Sarasota,2,Population (persons) 1/,Number of persons,286249,288852,293277,299472,304165,308435,313810,318837,322839,327165,333707,340590,347862,357751,367912,371361,375325,377178,377262,379930,382226,386437,389941,396363,404761,412968,419680,426329,433742
"Sarasota, FL",FL,Sarasota,3,Per capita personal income (dollars) 2/,Dollars,27087,28354,28891,30408,31235,32708,34369,36675,37516,40129,39413,39532,40719,43927,46771,50018,50531,49212,44422,45206,47573,49644,50318,54987,58137,59366,62789,65864,66878
"Seminole, FL",FL,Seminole,1,Personal income (thousands of dollars),Thousands of dollars,6456406,6886232,7323354,7713458,8154599,8727791,9388093,10205196,10876673,11635056,12188045,12490158,12997022,13943775,15028791,16067118,16614422,16278315,15096616,15542738,16116470,16955237,17211734,18244439,19616555,20264999,21778998,23149107,24136586
"Seminole, FL",FL,Seminole,2,Population (persons) 1/,Number of persons,301800,310063,317546,325369,331587,337858,346139,353202,360168,367378,374593,382846,388141,395230,406840,413218,413571,416564,419788,423051,426334,430537,435503,441399,448318,455945,462801,468122,471826
"Seminole, FL",FL,Seminole,3,Per capita personal income (dollars) 2/,Dollars,21393,22209,23062,23707,24593,25833,27122,28893,30199,31671,32537,32624,33485,35280,36940,38883,40173,39078,35962,36740,37802,39382,39522,41333,43756,44446,47059,49451,51156
"Sumter, FL",FL,Sumter,1,Personal income (thousands of dollars),Thousands of dollars,412782,447580,469677,502119,549588,611563,661289,716766,782399,836302,975119,1077076,1223261,1426589,1683009,1976413,2128494,2374336,2554076,2805571,3281562,3717455,3985332,4334341,4701159,5189676,5592394,6096685,6407369
"Sumter, FL",FL,Sumter,2,Population (persons) 1/,Number of persons,32863,33804,34764,36149,38441,42871,46611,48767,51725,53738,55793,59539,61934,64456,69261,76202,82101,86433,90643,94278,97975,101669,106898,112236,117076,122009,124995,128719,132420
"Sumter, FL",FL,Sumter,3,Per capita personal income (dollars) 2/,Dollars,12561,13240,13510,13890,14297,14265,14187,14698,15126,15563,17477,18090,19751,22133,24300,25936,25925,27470,28177,29758,33494,36564,37282,38618,40155,42535,44741,47364,48387
"Suwannee, FL",FL,Suwannee,1,Personal income (thousands of dollars),Thousands of dollars,416075,445631,470522,497388,539902,583721,602185,646451,669456,693118,742092,751078,787232,858651,910598,977716,1083304,1100364,1075533,1174590,1247469,1304662,1240634,1313337,1418377,1371892,1433682,1493538,1504932
"Suwannee, FL",FL,Suwannee,2,Population (persons) 1/,Number of persons,27792,28445,29264,29905,30443,31671,32688,33516,34220,35071,35679,36186,36812,37597,38687,39533,40309,40774,41263,42328,43368,43534,43588,43786,43677,43834,44124,44179,44417
"Suwannee, FL",FL,Suwannee,3,Per capita personal income (dollars) 2/,Dollars,14971,15666,16079,16632,17735,18431,18422,19288,19563,19763,20799,20756,21385,22838,23538,24732,26875,26987,26065,27750,28765,29969,28463,29994,32474,31297,32492,33807,33882
"Taylor, FL",FL,Taylor,1,Personal income (thousands of dollars),Thousands of dollars,240278,257790,263216,285067,303121,320342,329714,347938,357954,376505,435751,441495,450981,479794,504578,519812,546913,556648,552197,597785,598326,584177,581329,591652,620648,613566,633229,660288,669802
"Taylor, FL",FL,Taylor,2,Population (persons) 1/,Number of persons,17398,17348,17322,17457,18081,18852,18854,19127,19467,19233,19379,19465,20011,20093,20515,20793,21805,22356,22482,22595,22662,22758,22873,22584,22355,22099,21781,21545,21569
"Taylor, FL",FL,Taylor,3,Per capita personal income (dollars) 2/,Dollars,13811,14860,15195,16330,16765,16992,17488,18191,18388,19576,22486,22681,22537,23879,24596,24999,25082,24899,24562,26457,26402,25669,25416,26198,27763,27764,29073,30647,31054
"Union, FL",FL,Union,1,Personal income (thousands of dollars),Thousands of dollars,111518,119966,127556,135525,145803,152240,166810,174519,183347,191995,200564,201364,214651,226287,235935,242530,247199,245636,251375,267726,274250,273547,277666,285674,300314,302527,321810,332333,341919
"Union, FL",FL,Union,2,Population (persons) 1/,Number of persons,11341,11455,11949,12553,12500,12743,12855,13089,13438,13450,13598,13662,13787,14470,14856,14873,15419,15718,15340,15542,15302,15255,15160,15258,15265,15238,15448,15328,15237
"Union, FL",FL,Union,3,Per capita personal income (dollars) 2/,Dollars,9833,10473,10675,10796,11664,11947,12976,13333,13644,14275,14750,14739,15569,15638,15881,16307,16032,15628,16387,17226,17922,17932,18316,18723,19673,19853,20832,21681,22440
"Volusia, FL",FL,Volusia,1,Personal income (thousands of dollars),Thousands of dollars,6371819,6704227,7052919,7438684,7974454,8473942,8943207,9425319,9840722,10597068,11515870,12065088,12815744,13920228,14870440,15926394,16699962,16841623,15774450,16536526,16977735,17492209,17623308,18572907,19699562,20820903,22062664,23409596,24444162
"Volusia, FL",FL,Volusia,2,Population (persons) 1/,Number of persons,384098,392223,399757,407652,413419,418485,426349,432368,438368,444935,451103,458248,466074,476845,486297,494748,498935,497366,494688,494440,494464,496535,500438,506715,516730,528453,537868,546101,553284
"Volusia, FL",FL,Volusia,3,Per capita personal income (dollars) 2/,Dollars,16589,17093,17643,18248,19289,20249,20976,21799,22449,23817,25528,26329,27497,29192,30579,32191,33471,33862,31888,33445,34336,35229,35216,36654,38124,39400,41019,42867,44180
"Wakulla, FL",FL,Wakulla,1,Personal income (thousands of dollars),Thousands of dollars,227741,244380,264127,287895,345912,383410,422303,447816,480001,531863,591249,592761,630156,666415,714439,769185,826224,874266,866671,896256,919380,925943,920696,963952,1011723,1071584,1130292,1204663,1270613
"Wakulla, FL",FL,Wakulla,2,Population (persons) 1/,Number of persons,15175,16005,17001,17886,18912,19916,20765,21314,22299,22924,23779,24458,25062,25832,26706,27785,28588,29183,30459,30825,30973,30859,31004,31416,31523,31882,32050,32413,33739
"Wakulla, FL",FL,Wakulla,3,Per capita personal income (dollars) 2/,Dollars,15008,15269,15536,16096,18291,19251,20337,21010,21526,23201,24864,24236,25144,25798,26752,27683,28901,29958,28454,29076,29683,30006,29696,30683,32095,33611,35267,37166,37660
"Walton, FL",FL,Walton,1,Personal income (thousands of dollars),Thousands of dollars,388403,430973,475340,517961,568970,613979,653907,707855,755437,827922,932138,1023319,1164695,1427886,1625319,1835378,1886741,1982190,1986230,2183244,2334167,2622168,2704679,2991434,3285349,3641080,4021254,4524055,4776167
"Walton, FL",FL,Walton,2,Population (persons) 1/,Number of persons,29681,30545,31552,33229,34584,36032,37768,38728,39864,40755,42391,43935,45578,47518,49392,51145,52355,53563,54534,55217,55602,57190,59193,61186,63066,65421,68021,70732,74071
"Walton, FL",FL,Walton,3,Per capita personal income (dollars) 2/,Dollars,13086,14109,15065,15588,16452,17040,17314,18278,18950,20315,21989,23292,25554,30049,32907,35886,36037,37007,36422,39539,41980,45850,45693,48891,52094,55656,59118,63961,64481
